accX,accY,accZ,acc_time
-0.018842232171446087,0.02075177520280704,-0.008048692345619201,0.06656550001935102
-0.003554239170625806,0.026669328748248518,-0.016730638146400453,0.07658550000633113
-0.00016397785395383835,0.01823532087961212,-0.014331525564193726,0.08660550002241507
0.002430011462420225,-0.0004965839255601168,0.0003420621156692505,0.09662450000178069
0.0045585624128580094,-0.022751219174824658,-0.004294195175170898,0.10664450001786463
0.012745714997872712,-0.025707023232243956,-0.015069444179534913,0.11666450000484474
0.006316007031127811,-0.02719680241774768,-0.002193875312805176,0.1266835000133142
-0.00042501035146415235,-0.022388353762216866,-0.012522981762886048,0.1367035000002943
-0.0012658125534653665,-0.01161439982475713,-0.0221024751663208,0.14672350001637824
-0.0011758019775152207,-0.00109096024883911,-0.00818083941936493,0.1567425000248477
-0.0037371291127055884,0.015303220886271448,0.0008010685443878174,0.1667625000118278
0.008230257527902723,0.025218949746340515,-0.011324887275695802,0.1767824999988079
0.0033915678039193155,0.027992743228096518,-0.0018950825929641725,0.18680150000727735
0.0018649511598050595,0.023138508133124562,-0.006685121655464173,0.1968215000233613
0.0023330755904316905,3.677122062072158e-05,-0.01581554889678955,0.2068415000103414
0.004202969474717975,-0.014205084093846382,-0.01716508626937866,0.21686050001881085
0.0023853990342468023,-0.01945905403699726,-0.006844165921211243,0.22688050000579096
0.0034984530787914993,-0.026890885687898845,-0.005038545727729798,0.2369005000218749
0.0012209351733326913,-0.02627423512749374,-0.008301876783370972,0.24691950000124052
-0.015615199534222484,-0.02344913689652458,0.001117987632751465,0.25693950001732446
-0.008853488489985467,-0.017557356781326236,-0.013242189288139344,0.2669585000257939
-0.00846887874417007,-0.009303116532973946,-0.013086068630218507,0.276978500012774
-0.001426821118220687,0.009345513414591552,-0.005162506699562073,0.28699849999975413
-0.0017524927575141192,0.008592807739041745,-0.003384368419647217,0.29701850001583807
0.013321218062192202,0.018553002846892923,-0.0011524862051010133,0.3070375000243075
0.01097877779044211,0.020149304140359165,-0.00880005955696106,0.31705750001128763
0.010089050838723778,0.010195915556978435,-0.00970170021057129,0.32707749999826774
0.01709925027564168,0.0012330818502232434,-0.004897627830505371,0.3370965000067372
0.0005516665242612362,-0.012383518817368896,0.0021453434228897094,0.34711650002282113
0.0003663189243525267,-0.02326974157942459,-0.010569427013397217,0.35713650000980124
-0.006214749701321126,-0.02045084916288033,-0.006224361062049866,0.3671555000182707
-0.0026611957512795927,-0.021070037323515863,-0.0029277008771896366,0.3771755000052508
-0.01381994901224971,-0.02397828935645521,-0.002638263702392578,0.38719450001372024
-0.009128371579572558,-0.013047853878233583,-0.00953213095664978,0.39721450000070035
-0.00859817530028522,0.0028389899362809955,-0.011187477707862855,0.4072345000167843
-0.005887022400274873,0.005372853430453688,-0.001026771068572998,0.4172545000037644
0.001773999547585845,0.0102642503217794,-0.004322846531867981,0.42727350001223385
-0.0006316820159554482,0.01400808545993641,-0.005522695183753968,0.43729349999921396
-0.0008925409242510796,0.019190230581443757,0.003013654947280884,0.4473125000076834
0.010402315417304636,0.0028419500892050567,-0.00746397078037262,0.45733250002376735
0.008413832690566779,-0.0030391931184567513,-0.00580628514289856,0.46735250001074746
0.008481760891154409,-0.008317106952890754,-0.011037788987159729,0.4773725000268314
0.006867417739704252,-0.017868266485165804,-0.013122906088829041,0.487391500006197
0.0017709023505449297,-0.02054004889447242,-0.01686103105545044,0.49741150002228096
